uniprot_accession	gene_symbol	mitocarta_status	mitocarta_compartment	mitocarta_is_matrix	mitocarta_is_im	mitocarta_is_ims	mitocarta_is_om	has_transit_peptide	transit_peptide_start	transit_peptide_end	transit_peptide_note	has_signal_peptide	signal_peptide_start	signal_peptide_end	uniprot_subcellular	is_hsp60_substrate	is_in_mito_proteome	targeting_classification
P28330	ACADL	MitoCarta	MIM	False	True	False	False	True	1.0	30.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P15650}.	False	True	Inner membrane (MIM)
P28331	NDUFS1	MitoCarta	MIM	False	True	False	False	True	1.0	23.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:30879903}; Peripheral membrane protein {ECO:0000250|UniProtKB:P15690}; Matrix side {ECO:0000250|UniProtKB:P15690}.	True	True	Inner membrane (MIM)
P28838	LAP3	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q68FS4}.	True	True	Non-canonical matrix import
P29803	PDHA2	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P26284}.	False	True	High-confidence matrix
P30038	ALDH4A1	MitoCarta	Matrix	True	False	False	False	True	1.0	24.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix.	False	True	High-confidence matrix
P30041	PRDX6	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16186110, ECO:0000269|PubMed:19188445, ECO:0000269|PubMed:9497358}. Lysosome {ECO:0000250|UniProtKB:O35244}. Note=Also found in lung secretory organelles (lamellar bodies). {ECO:0000250|UniProtKB:O35244}.	False	True	Mitochondrial (other/unspecified)
P30042	GATD3A	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
P30044	PRDX5	MitoCarta	Matrix	True	False	False	False	True	1.0	52.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:10521424, ECO:0000269|PubMed:10751410, ECO:0000269|PubMed:31740833}.; SUBCELLULAR LOCATION: [Isoform Cytoplasmic+peroxisomal]: Cytoplasm {ECO:0000269|PubMed:10514471, ECO:0000269|PubMed:10751410}. Peroxisome matrix {ECO:0000269|PubMed:10514471, ECO:0000269|PubMed:10521424, ECO:0000269|PubMed:10751410}. Note=Imported into peroxisomes via peroxisomal targeting signal 1 receptor PEX5. {ECO:0000269|PubMed:10514471}.	False	True	High-confidence matrix
P30048	PRDX3	MitoCarta	Matrix	True	False	False	False	True	1.0	61.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:33889951}. Cytoplasm {ECO:0000305|PubMed:12492477}. Early endosome {ECO:0000269|PubMed:15750338}. Note=Localizes to early endosomes in a RPS6KC1-dependent manner. {ECO:0000269|PubMed:15750338}.	True	True	High-confidence matrix
P30049	ATP5D	MitoCarta	MIM	False	True	False	False	True	1.0	22.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.	True	True	Inner membrane (MIM)
P30084	ECHS1	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix.	True	True	High-confidence matrix
P30405	PPIF	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:10406942}.	True	True	High-confidence matrix
P30536	TSPO	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:1847678}; Multi-pass membrane protein {ECO:0000269|PubMed:1847678}.	False	True	Outer membrane (MOM)
P30837	ALDH1B1	MitoCarta	Matrix	True	False	False	False	True	1.0	17.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix.	True	True	High-confidence matrix
P31040	SDHA	MitoCarta	MIM	False	True	False	False	True	1.0	42.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:37098072}; Peripheral membrane protein {ECO:0000269|PubMed:37098072}; Matrix side {ECO:0000269|PubMed:37098072}.	True	True	Inner membrane (MIM)
P31327	CPS1	MitoCarta	Matrix	True	False	False	False	True	1.0	38.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22002106}. Nucleus, nucleolus {ECO:0000269|PubMed:22002106}. Cell membrane {ECO:0000250|UniProtKB:Q8C196}; Peripheral membrane protein {ECO:0000305}; Extracellular side {ECO:0000250|UniProtKB:Q8C196}. Note=Localizes to the cell surface of hepatocytes. {ECO:0000250|UniProtKB:Q8C196}.	False	True	High-confidence matrix
P31930	UQCRC1	MitoCarta	MIM	False	True	False	False	True	1.0	34.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07256}; Peripheral membrane protein {ECO:0000250|UniProtKB:P07256}; Matrix side {ECO:0000250|UniProtKB:P07256}.	True	True	Inner membrane (MIM)
P31937	HIBADH	MitoCarta	Matrix	True	False	False	False	True	1.0	36.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion.	False	True	High-confidence matrix
P32119	PRDX2	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9497357}.	False	True	Mitochondrial (other/unspecified)
P32322	PYCR1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19648921, ECO:0000269|PubMed:23024808}.	False	True	Non-canonical matrix import
P33121	ACSL1	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:24269233}; Single-pass type III membrane protein {ECO:0000250}.	False	True	Outer membrane (MOM)
P33316	DUT	MitoCarta	Matrix	True	False	False	False	True	1.0	69.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 2]: Nucleus {ECO:0000269|PubMed:8631816, ECO:0000269|PubMed:9070952}.; SUBCELLULAR LOCATION: [Isoform 3]: Mitochondrion {ECO:0000269|PubMed:8631816, ECO:0000269|PubMed:9070952}.	False	True	High-confidence matrix
P33897	ABCD1	MitoCarta	Membrane	False	True	False	False	False				False			SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:10777694, ECO:0000269|PubMed:16946495, ECO:0000269|PubMed:17609205, ECO:0000269|PubMed:18757502, ECO:0000269|PubMed:29397936}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:16946495}; Multi-pass membrane protein. Lysosome membrane {ECO:0000269|PubMed:16946495}; Multi-pass membrane protein. Endoplasmic reticulum membrane {ECO:0000269|PubMed:16946495}; Multi-pass membrane protein.	False	True	Inner membrane (MIM)
P34897	SHMT2	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:21876188, ECO:0000269|PubMed:24075985}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:18063578}. Mitochondrion inner membrane {ECO:0000269|PubMed:21876188}. Cytoplasm {ECO:0000269|PubMed:24075985}. Nucleus {ECO:0000269|PubMed:24075985}. Note=Mainly localizes in the mitochondrion. Also found in the cytoplasm and nucleus as part of the BRISC complex (PubMed:24075985). {ECO:0000269|PubMed:24075985}.	True	True	High-confidence matrix
P34913	EPHX2	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm. Peroxisome.	False	True	Mitochondrial (other/unspecified)
P35218	CA5A	MitoCarta	Matrix	True	False	False	False	True	1.0	38.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:8356065}.	False	True	High-confidence matrix
P35232	PHB	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14500729, ECO:0000269|PubMed:20959514}. Nucleus {ECO:0000269|PubMed:14500729, ECO:0000269|PubMed:20959514, ECO:0000269|PubMed:31899195}. Cytoplasm {ECO:0000269|PubMed:14500729, ECO:0000269|PubMed:31899195}. Cell membrane {ECO:0000269|PubMed:22997079, ECO:0000269|PubMed:24003225}.	True	True	Inner membrane (MIM)
P35270	SPR	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm.	False	True	Mitochondrial (other/unspecified)
P35914	HMGCL	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P38060}. Peroxisome {ECO:0000250|UniProtKB:P38060}. Note=Unprocessed form is peroxisomal. {ECO:0000250|UniProtKB:P38060}.	False	True	High-confidence matrix
P36404	ARL2	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000305|PubMed:30945270}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Nucleus. Cytoplasm. Note=The complex formed with ARL2BP, ARL2 and SLC25A6 is expressed in mitochondria. The complex formed with ARL2BP, ARL2 and SLC25A4 is expressed in mitochondria (By similarity). Not detected in the Golgi, nucleus and on the mitotic spindle. Centrosome-associated throughout the cell cycle. Not detected to interphase microtubules. {ECO:0000250|UniProtKB:O08697}.	True	True	Intermembrane space (IMS)
P36542	ATP5C1	MitoCarta	MIM	False	True	False	False	True	1.0	25.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P05631}; Peripheral membrane protein {ECO:0000250|UniProtKB:P05631}; Matrix side {ECO:0000250|UniProtKB:P05631}.	True	True	Inner membrane (MIM)
P36551	CPOX	MitoCarta	MIM	False	True	False	False	True	1.0	110.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000250|UniProtKB:Q3B7D0}.	True	True	Inner membrane (MIM)
P36776	LONP1	MitoCarta	Matrix	True	False	False	False	True	1.0	67.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000255|HAMAP-Rule:MF_03120, ECO:0000269|PubMed:7961901}.	True	True	High-confidence matrix
P36957	DLST	MitoCarta	Matrix	True	False	False	False	True	1.0	67.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:29211711}. Nucleus {ECO:0000269|PubMed:29211711}. Note=Mainly localizes in the mitochondrion. A small fraction localizes to the nucleus, where the 2-oxoglutarate dehydrogenase complex is required for histone succinylation. {ECO:0000269|PubMed:29211711}.	True	True	High-confidence matrix
P36969	GPX4	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000250|UniProtKB:O70325}.; SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm {ECO:0000269|PubMed:11115402}.	False	True	Inner membrane (MIM)
P38117	ETFB	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:25023281, ECO:0000305|PubMed:8504797}.	True	True	Non-canonical matrix import
P38646	HSPA9	MitoCarta	Matrix	True	False	False	False	True	1.0	46.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:22002106, ECO:0000269|PubMed:26702583}. Nucleus, nucleolus {ECO:0000269|PubMed:22002106, ECO:0000269|PubMed:24625977}. Cytoplasm {ECO:0000269|PubMed:24625977}. Mitochondrion matrix {ECO:0000250|UniProtKB:P48721}. Note=Found in a complex with HSPA9 and VDAC1 at the endoplasmic reticulum-mitochondria contact sites. {ECO:0000250|UniProtKB:P48721}.	False	True	High-confidence matrix
P39210	MPV17	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:16582907, ECO:0000269|PubMed:16582910}; Multi-pass membrane protein {ECO:0000269|PubMed:16582907, ECO:0000269|PubMed:16582910}.	False	True	Inner membrane (MIM)
P40305	IFI27	MitoCarta	Membrane	False	True	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:18330707, ECO:0000269|PubMed:27673746, ECO:0000269|PubMed:36426955}; Multi-pass membrane protein {ECO:0000255}. Nucleus inner membrane {ECO:0000269|PubMed:11722583, ECO:0000269|PubMed:22427340}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:22427340}; Multi-pass membrane protein {ECO:0000255}. Note=Exclusive localizations in either the nucleus or the mitochondrion have been reported. {ECO:0000269|PubMed:22427340, ECO:0000269|PubMed:27673746, ECO:0000269|PubMed:36426955}.	False	True	Inner membrane (MIM)
P40926	MDH2	MitoCarta	Matrix	True	False	False	False	True	1.0	24.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P04636}.	True	True	High-confidence matrix
P40939	HADHA	MitoCarta	MIM	False	True	False	False	True	1.0	36.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:29915090}. Mitochondrion inner membrane {ECO:0000269|PubMed:29915090}. Note=Protein stability and association with mitochondrion inner membrane do not require HADHB. {ECO:0000269|PubMed:29915090}.	True	True	Inner membrane (MIM)
P41250	GARS1	MitoCarta	Matrix	True	False	False	False	True	1.0	36.0	Mitochondrion	False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17035524}. Cell projection, axon {ECO:0000269|PubMed:17035524}. Secreted {ECO:0000250|UniProtKB:Q9CZD3}. Secreted, extracellular exosome {ECO:0000250|UniProtKB:Q9CZD3}. Note=In transfected COS7 cells, not detected in mitochondria, nor in Golgi apparatus (PubMed:17035524). Secreted by motor neuron, possibly through the exosome pathway (By similarity). {ECO:0000250|UniProtKB:Q9CZD3, ECO:0000269|PubMed:17035524}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:17529987, ECO:0000269|PubMed:26327585}. Cytoplasm {ECO:0000269|PubMed:26327585}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:17529987, ECO:0000269|PubMed:26327585}. Cell projection, axon {ECO:0000269|PubMed:25168514}.	False	True	High-confidence matrix
P42126	ECI1	MitoCarta	Matrix	True	False	False	False	True	1.0	41.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P23965}.	True	True	High-confidence matrix
P42574	CASP3	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15003516}.	False	True	Intermembrane space (IMS)
P42704	LRPPRC	MitoCarta	Matrix	True	False	False	False	True	1.0	59.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19262567, ECO:0000269|PubMed:23822101}. Nucleus {ECO:0000269|PubMed:19262567}. Nucleus, nucleoplasm. Nucleus inner membrane. Nucleus outer membrane. Note=Seems to be predominantly mitochondrial.	True	True	High-confidence matrix
P42765	ACAA2	MitoCarta	Matrix	True	False	False	False	True	1.0	16.0	Mitochondrion; not cleaved	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:18371312}.	True	True	High-confidence matrix
P43155	CRAT	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000305}. Peroxisome {ECO:0000305}. Mitochondrion inner membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000305|PubMed:23485643}.; SUBCELLULAR LOCATION: [Isoform 2]: Peroxisome {ECO:0000305|PubMed:23485643}.	False	True	Inner membrane (MIM)
P43304	GPD2	MitoCarta	MIM	False	True	False	False	True	1.0	42.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion.	False	True	Inner membrane (MIM)
P43897	TSFM	MitoCarta	Matrix	True	False	False	False	True	1.0	45.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P43896}.	True	True	High-confidence matrix
P45880	VDAC2	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:31015432, ECO:0000269|PubMed:7539795}; Multi-pass membrane protein {ECO:0000269|PubMed:40080546}. Membrane {ECO:0000269|PubMed:27641616}. Note=May localize to non-mitochondrial membranes. {ECO:0000269|PubMed:27641616}.	False	True	Outer membrane (MOM)
P45954	ACADSB	MitoCarta	Matrix	True	False	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:11013134}.	False	True	High-confidence matrix
P46199	MTIF2	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion.	False	True	High-confidence matrix
P47985	UQCRFS1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:31883641}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q5ZLR5}.	True	True	Inner membrane (MIM)
P48047	ATP5O	MitoCarta	MIM	False	True	False	False	True	1.0	23.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Mitochondrion inner membrane {ECO:0000250}.	True	True	Inner membrane (MIM)
P48201	ATP5MC3	MitoCarta	MIM	False	True	False	False	True	1.0	67.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion membrane; Multi-pass membrane protein.	False	True	Inner membrane (MIM)
P48728	AMT	MitoCarta	Matrix	True	False	False	False	True	1.0	28.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305|PubMed:16051266}.	False	True	High-confidence matrix
P48735	IDH2	MitoCarta	Matrix	True	False	False	False	True	1.0	39.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P33198}.	True	True	High-confidence matrix
P49189	ALDH9A1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9JLJ3}. Cytoplasm {ECO:0000269|PubMed:1799975}.	True	True	Non-canonical matrix import
P49247	RPIA	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
P49327	FASN	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.	False	True	Intermembrane space (IMS)
P49406	MRPL19	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:10600119, ECO:0000269|PubMed:11543634, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	True	True	Non-canonical matrix import
P49411	TUFM	MitoCarta	Matrix	True	False	False	False	True	1.0	46.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22749352}.	True	True	High-confidence matrix
P49419	ALDH7A1	MitoCarta	Matrix	True	False	False	False	True	1.0	26.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:20207735}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm, cytosol {ECO:0000269|PubMed:20207735, ECO:0000269|PubMed:31492851}. Cell membrane {ECO:0000269|PubMed:31492851, ECO:0000269|PubMed:40233740}. Golgi apparatus membrane {ECO:0000269|PubMed:31492851}. Nucleus {ECO:0000269|PubMed:20207735}. Note=Translocates to membranes in response to cellular stress and phosphorylation by AMPK. {ECO:0000269|PubMed:31492851, ECO:0000269|PubMed:40233740}.	True	True	High-confidence matrix
P49448	GLUD2	MitoCarta	Matrix	True	False	False	False	True	1.0	53.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:22709669}.	False	True	High-confidence matrix
P49590	HARS2	MitoCarta	Matrix	True	False	False	False	True	1.0	33.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:21464306}.	True	True	High-confidence matrix
P49675	STAR	MitoCarta	MOM|IMS	False	False	True	True	True	1.0	63.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:12530629}. Mitochondrion matrix {ECO:0000269|PubMed:12530629}. Note=Works only on the mitochondrion outer membrane, rather than in the matrix to which it is targeted. {ECO:0000269|PubMed:12530629}.	False	True	Intermembrane space (IMS)
P49748	ACADVL	MitoCarta	MIM	False	True	False	False	True	1.0	40.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:9461620, ECO:0000269|PubMed:9599005}; Peripheral membrane protein {ECO:0000269|PubMed:9599005}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion inner membrane {ECO:0000269|PubMed:17374501}; Peripheral membrane protein {ECO:0000269|PubMed:17374501}.	True	True	Inner membrane (MIM)
P49753	ACOT2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16940157}.	False	True	Non-canonical matrix import
P49773	HINT1	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10958787, ECO:0000269|PubMed:16014379, ECO:0000269|PubMed:19112177, ECO:0000269|PubMed:8812426}. Nucleus {ECO:0000269|PubMed:10958787, ECO:0000269|PubMed:16014379, ECO:0000269|PubMed:19112177, ECO:0000269|PubMed:9770345}. Note=Interaction with CDK7 leads to a more nuclear localization. {ECO:0000269|PubMed:10958787}.	False	True	Mitochondrial (other/unspecified)
P49789	FHIT	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15007172, ECO:0000269|PubMed:15313915}. Mitochondrion {ECO:0000269|PubMed:19622739}. Nucleus {ECO:0000269|PubMed:15313915}.	False	True	Non-canonical matrix import
P49821	NDUFV1	MitoCarta	MIM	False	True	False	False	True	1.0	20.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P25708}; Peripheral membrane protein {ECO:0000250|UniProtKB:P25708}; Matrix side {ECO:0000250|UniProtKB:P25708}.	True	True	Inner membrane (MIM)
P49914	MTHFS	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm.	False	True	Non-canonical matrix import
P49916	LIG3	MitoCarta	Matrix	True	False	False	False	True	1.0	42.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:10207110, ECO:0000269|PubMed:24674627}. Note=Contains an N-terminal mitochondrial transit peptide. {ECO:0000269|PubMed:10207110}.; SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion {ECO:0000305|PubMed:10207110}. Note=Contains an N-terminal mitochondrial transit peptide. {ECO:0000305|PubMed:10207110}.; SUBCELLULAR LOCATION: [Isoform 3]: Nucleus {ECO:0000269|PubMed:10207110}. Note=Lacks the N-terminal mitochondrial transit peptide. {ECO:0000269|PubMed:10207110}.; SUBCELLULAR LOCATION: [Isoform 4]: Nucleus {ECO:0000305|PubMed:10207110}. Note=Lacks the N-terminal mitochondrial transit peptide. {ECO:0000305|PubMed:10207110}.	False	True	High-confidence matrix
P50213	IDH3A	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion.	True	True	High-confidence matrix
P50336	PPOX	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P51175}; Peripheral membrane protein {ECO:0000250|UniProtKB:P51175}; Intermembrane side {ECO:0000250|UniProtKB:P51175}.	True	True	Inner membrane (MIM)
P50416	CPT1A	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11350182, ECO:0000269|PubMed:14517221}; Multi-pass membrane protein {ECO:0000255}.	False	True	Outer membrane (MOM)
P50440	GATM	MitoCarta	Matrix	True	False	False	False	True	1.0	43.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion inner membrane; Peripheral membrane protein; Intermembrane side. Note=Probably attached to the outer side of the inner membrane.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm.	False	True	High-confidence matrix
P50583	NUDT2	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
P51398	DAP3	MitoCarta	Matrix	True	False	False	False	True	1.0	21.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11162496, ECO:0000269|PubMed:20563667}.	True	True	High-confidence matrix
P51530	DNA2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Nucleus. Mitochondrion. Note=Was initially reported to be exclusively mitochondrial (PubMed:18995831). However, it was later shown to localize both in mitochondrion and nucleus (PubMed:19487465). {ECO:0000269|PubMed:18995831, ECO:0000269|PubMed:19487465}.	False	True	Non-canonical matrix import
P51553	IDH3G	MitoCarta	Matrix	True	False	False	False	True	1.0	39.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11256614, ECO:0000269|PubMed:40119724}. Photoreceptor inner segment {ECO:0000269|PubMed:40119724}.	True	True	High-confidence matrix
P51648	ALDH3A2	MitoCarta	Membrane	False	True	False	False	False				False			SUBCELLULAR LOCATION: Microsome membrane {ECO:0000269|PubMed:9133646}; Single-pass membrane protein {ECO:0000305|PubMed:25047030, ECO:0000305|PubMed:9133646}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:9133646}; Single-pass membrane protein {ECO:0000305|PubMed:25047030, ECO:0000305|PubMed:9133646}; Cytoplasmic side {ECO:0000250|UniProtKB:P30839}.	False	True	Inner membrane (MIM)
P51649	ALDH5A1	MitoCarta	Matrix	True	False	False	False	True	1.0	47.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion.	True	True	High-confidence matrix
P51659	HSD17B4	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Peroxisome {ECO:0000305}.	False	True	Mitochondrial (other/unspecified)
P51687	SUOX	MitoCarta	IMS	False	False	True	False	True	1.0	79.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000250|UniProtKB:Q07116}.	False	True	Intermembrane space (IMS)
